Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Cluster_Name,PCA1,PCA2,Churned,Churn_Probability,Churn_Risk
12397.0,36,2,2409.9,3,2,4,324,Potential Loyalists,4,Average Customers,0.0254420004480747,-0.7887597071707733,0,0.47923817041812555,Medium
12398.0,46,1,1635.66,3,1,3,313,Potential Loyalists,4,Average Customers,-0.0773776717587905,-0.773818352052662,0,0.6759010532246386,Medium
12399.0,119,7,1962.3,2,3,3,233,At Risk,4,Average Customers,0.1283270078290052,-0.3816838623377769,1,0.3806202843481427,Low
12400.0,414,1,205.25,1,1,1,111,Lost,1,Lost / Inactive,-0.7545105669394749,0.8152958141676739,1,0.7954486467119608,High
12401.0,303,1,84.3,2,1,1,211,Needs Attention,1,Lost / Inactive,-0.5744574460039134,0.3225240002977436,1,0.7954470084686197,High
12402.0,323,6,1256.9,2,3,3,233,At Risk,1,Lost / Inactive,-0.295422613367412,0.4910283741115361,1,0.39298877347713246,Low
12403.0,50,2,1019.36,3,2,3,323,Potential Loyalists,4,Average Customers,-0.058829569090234,-0.7608280912978334,0,0.5568514291394234,Medium
12404.0,682,1,63.24,1,1,1,111,Lost,1,Lost / Inactive,-1.208240483885456,1.9944859666860424,1,0.7954467232141736,High
12405.0,149,1,1710.39,2,1,3,213,Cannot Lose Them,4,Average Customers,-0.2460963066078325,-0.3174745169955292,1,0.6759024159614647,Medium
12406.0,22,5,6390.36,4,3,4,434,Loyal Customers,4,Average Customers,0.3797792106863886,-0.7226253677231255,0,0.33320285442523373,Low
12407.0,50,5,1708.12,3,3,3,333,Loyal Customers,4,Average Customers,0.12798102164187,-0.7130400689446375,0,0.40551926477230005,Medium
12408.0,33,8,4340.77,3,4,4,344,Loyal Customers,4,Average Customers,0.4283047775125477,-0.6929526322482176,0,0.21334559531250272,Low
12409.0,79,7,23419.29,3,3,4,334,Loyal Customers,4,Average Customers,1.1347580154767405,-0.0358934532127882,0,0.3107245117533541,Low
12410.0,309,3,1013.71,2,2,3,223,Cannot Lose Them,1,Lost / Inactive,-0.4393434880444319,0.3923063277155483,1,0.5439324575285995,Medium
12411.0,410,1,346.9,1,1,1,111,Lost,1,Lost / Inactive,-0.7416282015326522,0.8010924036897752,1,0.7954505653202332,High
12412.0,75,6,2596.93,3,3,4,334,Loyal Customers,4,Average Customers,0.177374302157403,-0.5707424057088167,0,0.3216370080117636,Low
12413.0,67,4,999.45,3,3,3,333,Loyal Customers,4,Average Customers,0.0163440503364818,-0.6656125801316193,0,0.41815055709783866,Medium
12414.0,217,6,952.41,2,3,3,233,At Risk,4,Average Customers,-0.1317561100007089,0.0158531483874776,1,0.39298272695751924,Low
12415.0,24,28,144458.37,4,4,4,444,Champions,2,Big Spenders,7.623646706874819,2.8848816778865234,0,0.08807358867674982,Low
12416.0,657,1,202.56,1,1,1,111,Lost,1,Lost / Inactive,-1.1603939883290386,1.887555742475461,1,0.7954486102765599,High
12417.0,3,20,6816.91,4,4,4,444,Champions,0,Loyal Regulars,1.2134281533386506,-0.6409753642718469,0,0.12662063473344393,Low
12418.0,113,4,2021.2,2,3,3,233,At Risk,4,Average Customers,-0.0157233677490227,-0.4377495563446418,1,0.4181712512536434,Medium
12419.0,386,2,503.01,1,2,2,122,Needs Attention,1,Lost / Inactive,-0.6425000566436205,0.7093244971785101,1,0.6318018644088117,Medium
12420.0,64,1,600.39,3,1,2,312,Potential Loyalists,4,Average Customers,-0.1527706294952444,-0.7195873261803966,0,0.7401052931100228,High
12421.0,16,6,1098.6,4,3,3,433,Loyal Customers,4,Average Customers,0.2102790922947936,-0.8675735167519042,0,0.39298562997389325,Low
12422.0,96,17,5231.8,3,4,4,344,Loyal Customers,4,Average Customers,0.8320718464226223,-0.3001861455518234,1,0.14496126163025638,Low
12423.0,1,10,2622.39,4,4,4,444,Champions,4,Average Customers,0.5109205402332637,-0.8553114114638166,0,0.19632299716686652,Low
12424.0,163,4,3340.03,2,3,4,234,At Risk,4,Average Customers,-0.0414604137166717,-0.1850035803627173,1,0.34484437659677103,Low
12425.0,78,2,1741.41,3,2,3,323,Potential Loyalists,4,Average Customers,-0.0739646503526473,-0.6196918602693798,0,0.5568662615323602,Medium
12426.0,195,2,1345.21,2,2,3,223,Cannot Lose Them,4,Average Customers,-0.2866835590568463,-0.1130313129054757,1,0.5568581227815562,Medium
12427.0,22,3,1129.3,4,2,3,423,New Customers,4,Average Customers,0.0449559819781112,-0.8713713124770368,0,0.5439348445205954,Medium
12428.0,26,9,7956.46,4,4,4,444,Champions,4,Average Customers,0.6505469558417964,-0.6254889812479908,0,0.20476357811747042,Low
12429.0,9,8,7485.91,4,4,4,444,Champions,4,Average Customers,0.6061114575338687,-0.7223024882944709,0,0.21338953904850871,Low
12430.0,43,1,256.4,3,1,1,311,Potential Loyalists,4,Average Customers,-0.1327683754486775,-0.8206308089875592,0,0.7954493395254558,High
12431.0,36,27,10857.97,3,4,4,344,Loyal Customers,0,Loyal Regulars,1.7008025402335851,-0.3245983814273614,0,0.09142990910330978,Low
12432.0,43,5,5059.32,3,3,4,334,Loyal Customers,4,Average Customers,0.2864245263616057,-0.6623553737640187,0,0.3331782370203937,Low
12433.0,1,10,20581.26,4,4,4,444,Champions,4,Average Customers,1.2973701916129672,-0.418157577998932,0,0.19655898281733414,Low
12434.0,85,3,1103.43,3,2,3,323,Potential Loyalists,4,Average Customers,-0.0613754041059415,-0.5939907476057105,0,0.5439343102921789,Medium
12435.0,80,6,13925.93,3,3,4,334,Loyal Customers,4,Average Customers,0.6651415132812681,-0.2729081971604459,0,0.32184280997175935,Low
12436.0,100,1,509.01,2,1,2,212,Needs Attention,4,Average Customers,-0.2168857415142238,-0.5629486697251928,1,0.7401038299236959,High
12437.0,2,39,12683.4,4,4,4,444,Champions,0,Loyal Regulars,2.4641094810538338,-0.3061121078071755,0,0.051045066277708925,Low
12438.0,14,2,2906.85,4,2,4,424,New Customers,4,Average Customers,0.0839402736183488,-0.8737459361527187,0,0.47924849471195113,Medium
12439.0,683,2,1158.18,1,2,3,123,Cannot Lose Them,1,Lost / Inactive,-1.1097448009507822,2.035892552847135,1,0.5568542807957788,Medium
12440.0,462,2,859.2,1,2,2,122,Needs Attention,1,Lost / Inactive,-0.7538080073372431,1.0533723486242164,1,0.6318087620286704,Medium
12441.0,367,1,347.1,2,1,1,211,Needs Attention,1,Lost / Inactive,-0.6698172961430624,0.6113442163172872,1,0.7954505680291659,High
12442.0,3,1,172.06,4,1,1,411,New Customers,4,Average Customers,-0.0696690734569855,-0.999198279140728,0,0.7954481971610793,High
12443.0,732,1,485.31,1,1,2,112,Lost,1,Lost / Inactive,-1.2732481849316966,2.225403059687135,1,0.74010345043589,High
12444.0,21,5,5005.46,4,3,4,434,Loyal Customers,4,Average Customers,0.320801886998048,-0.760749389706435,0,0.3331772409061325,Low
12445.0,22,2,434.98,4,2,2,422,New Customers,4,Average Customers,-0.037665682924982,-0.8986131666993957,0,0.6318005470016327,Medium
12446.0,58,1,1002.31,3,1,3,313,Potential Loyalists,4,Average Customers,-0.1251509606265425,-0.7362809820458867,0,0.6758895036686704,Medium
12447.0,243,1,476.49,2,1,2,212,Needs Attention,4,Average Customers,-0.4570937323342917,0.0672989621608106,1,0.7401033092086905,High
12448.0,44,1,449.45,3,1,2,312,Potential Loyalists,4,Average Customers,-0.1259842029439526,-0.8115187346610412,0,0.7401028762397328,High
12449.0,22,6,4835.89,4,3,4,434,Loyal Customers,4,Average Customers,0.3639225130017376,-0.7501234369568357,0,0.32167767534310227,Low
12450.0,156,5,688.2,2,3,2,232,At Risk,4,Average Customers,-0.0936836621662413,-0.2701035591631313,1,0.4822573036543756,Medium
12451.0,11,8,12669.88,4,4,4,444,Champions,4,Average Customers,0.8297867407228998,-0.5872888499371179,0,0.21346198360809157,Low
12452.0,17,2,430.5700000000001,4,2,2,422,New Customers,4,Average Customers,-0.0295097175061094,-0.9207848234882128,0,0.6318004616015109,Medium
12453.0,134,1,707.09,2,1,2,212,Needs Attention,4,Average Customers,-0.2649852700167452,-0.4080897172705754,1,0.7401070015950633,High
12454.0,56,5,16679.78,3,3,4,334,Loyal Customers,4,Average Customers,0.7735967306927131,-0.3221235677064106,0,0.333393186555037,Low
12455.0,73,10,5879.95,3,4,4,344,Loyal Customers,4,Average Customers,0.5333478166190299,-0.4582900168630847,0,0.19636578670960755,Low
12456.0,44,3,3181.04,3,2,4,324,Potential Loyalists,4,Average Customers,0.0980692056322441,-0.7243450106055601,0,0.4662415235926189,Medium
12457.0,66,8,2995.91,3,4,4,344,Loyal Customers,4,Average Customers,0.3143070832584576,-0.580064702832143,0,0.2133268070101189,Low
12458.0,71,4,1777.49,3,3,3,333,Loyal Customers,4,Average Customers,0.0437364839497199,-0.6290221258642549,0,0.41816631521308245,Medium
12459.0,605,1,454.36,1,1,2,112,Lost,1,Lost / Inactive,-1.0625367320027004,1.6642162327152528,1,0.7401029548595007,High
12460.0,456,1,326.65,1,1,1,111,Lost,1,Lost / Inactive,-0.8193265828545772,1.0035911203421497,1,0.7954502910406602,High
12461.0,94,2,826.88,3,2,2,322,Potential Loyalists,4,Average Customers,-0.1407305621131891,-0.5713475114300908,1,0.6318081361540484,Medium
12462.0,19,2,1189.59,4,2,3,423,New Customers,4,Average Customers,0.0003894325034611,-0.893483076546658,0,0.55685492602308,Medium
12463.0,53,4,1344.78,3,3,3,333,Loyal Customers,4,Average Customers,0.0548440852449069,-0.7189866407839818,0,0.4181575512548163,Medium
12464.0,10,8,1212.05,4,4,3,443,Loyal Customers,4,Average Customers,0.3296985739318387,-0.8706075842672198,0,0.270215031526993,Low
12465.0,17,2,742.19,4,2,2,422,New Customers,4,Average Customers,-0.0158633444123155,-0.91319938645435,0,0.6318064961357998,Medium
12466.0,682,1,56.73,1,1,1,111,Lost,1,Lost / Inactive,-1.2085255679264053,1.9943275006213144,1,0.7954466350371695,High
12467.0,423,1,132.8,1,1,1,111,Lost,1,Lost / Inactive,-0.7727116327861993,0.8532479960785844,1,0.7954476653925026,High
12468.0,188,5,3670.74,2,3,4,234,At Risk,4,Average Customers,-0.0165072873107799,-0.056291156869528,1,0.33315255639094543,Low
12469.0,523,2,3070.54,1,2,4,124,Cannot Lose Them,1,Lost / Inactive,-0.7588285041047057,1.3763852336997768,1,0.47925189542748625,Medium
12470.0,690,1,211.95,1,1,1,111,Lost,1,Lost / Inactive,-1.215086757474758,2.0334087514856205,1,0.7954487374618238,High
12471.0,2,79,39963.79,4,4,4,444,Champions,0,Loyal Regulars,5.7474126005871184,0.7715758437396275,0,0.006635053082366908,Low
12472.0,32,19,17880.59,3,4,4,344,Loyal Customers,0,Loyal Regulars,1.5972847267759318,-0.2540316330722589,0,0.13261361509471997,Low
12473.0,29,5,3938.55,3,3,4,334,Loyal Customers,4,Average Customers,0.2607215332461194,-0.7514171606064404,0,0.3331575092365287,Low
12474.0,17,31,12424.45,4,4,4,444,Champions,0,Loyal Regulars,2.0099927258227592,-0.328948565536597,0,0.07550812652708457,Low
12475.0,54,2,1149.64,3,2,3,323,Potential Loyalists,4,Average Customers,-0.0598036544271145,-0.7400053756000571,0,0.5568541053662278,Medium
12476.0,16,23,14115.41,4,4,4,444,Champions,0,Loyal Regulars,1.6679829444594478,-0.3749262086494292,0,0.11034781863821405,Low
12477.0,23,9,20276.37,4,4,4,444,Champions,4,Average Customers,1.1950663506542814,-0.3388369896520427,0,0.20493062744426876,Low
12478.0,4,1,680.99,4,1,2,412,New Customers,4,Average Customers,-0.0490519751680759,-0.9823970710928296,0,0.7401065836814015,High
12479.0,11,1,527.2,4,1,2,412,New Customers,4,Average Customers,-0.0674754240703811,-0.9552505865467196,0,0.7401041211843461,High
12480.0,28,7,5464.85,3,3,4,334,Loyal Customers,4,Average Customers,0.4336630474112246,-0.6979954017161825,0,0.31040449402894604,Low
12481.0,23,15,12361.39,4,4,4,444,Champions,0,Loyal Regulars,1.1617530543119297,-0.4694584728230973,0,0.15846828399023605,Low
12482.0,576,29,23691.4,1,4,4,144,Needs Attention,1,Lost / Inactive,1.4655314287634411,2.391419132041608,1,0.08319949942311877,Low
12483.0,17,19,5120.58,4,4,4,444,Champions,0,Loyal Regulars,1.0635493125116884,-0.6308280265646372,0,0.1324914804183941,Low
12484.0,33,12,6370.15,3,4,4,344,Loyal Customers,4,Average Customers,0.7260396161992791,-0.6021905563433979,0,0.1804145033057384,Low
12485.0,529,1,708.1,1,1,2,112,Lost,1,Lost / Inactive,-0.9245189027996826,1.3350152640436428,1,0.7401070177671923,High
12486.0,432,1,1037.28,1,1,3,113,Cannot Lose Them,1,Lost / Inactive,-0.7481312620546549,0.9149805547351836,1,0.6758901413753269,Medium
12487.0,731,1,285.3,1,1,1,111,Lost,1,Lost / Inactive,-1.2803371477474823,2.2161215654204467,1,0.7954497309676961,High
12488.0,10,3,1298.66,4,2,3,423,New Customers,4,Average Customers,0.0724103546922484,-0.9202031017423388,0,0.5439383418866572,Medium
12489.0,336,1,334.93,2,1,1,211,Needs Attention,1,Lost / Inactive,-0.6185859027013085,0.4742492602226357,1,0.795450403190563,High
12490.0,5,21,9823.64,4,4,4,444,Champions,0,Loyal Regulars,1.393974574759782,-0.5486192285015792,0,0.12098525621988483,Low
12491.0,39,1,460.4,3,1,2,312,Potential Loyalists,4,Average Customers,-0.1171555968386007,-0.8333164991681042,0,0.7401030515730025,High
12492.0,63,3,715.21,3,2,2,322,Potential Loyalists,4,Average Customers,-0.0416402400796042,-0.7005237364209925,0,0.6195794403207993,Medium
12493.0,166,2,433.74,2,2,2,222,Needs Attention,4,Average Customers,-0.2781736863869235,-0.2631912569985486,1,0.631800522988901,Medium
12494.0,16,9,1872.87,4,4,3,443,Loyal Customers,4,Average Customers,0.4008343122652339,-0.8177040146452725,0,0.26005444202281686,Low
12495.0,641,1,357.4,1,1,2,112,Lost,1,Lost / Inactive,-1.1268962017710649,1.820719061114976,1,0.7401014023163811,High
12496.0,620,2,54.09,1,2,1,121,Needs Attention,1,Lost / Inactive,-1.052896297034316,1.7310065633214748,1,0.7008862142468004,High
12497.0,82,3,6248.5,3,2,4,324,Potential Loyalists,4,Average Customers,0.1689454683771789,-0.4819883197349406,0,0.46630507060337273,Medium
12498.0,21,3,403.7000000000001,4,2,2,422,New Customers,4,Average Customers,0.014850533588976,-0.8934466898405347,0,0.6195733282122291,Medium
12499.0,560,1,393.72,1,1,2,112,Lost,1,Lost / Inactive,-0.990050479585825,1.4641613578592112,1,0.7401019838802677,High
12500.0,23,19,5955.21,4,4,4,444,Champions,0,Loyal Regulars,1.0900802843243642,-0.5840343380817828,0,0.13249946631207474,Low
12501.0,337,1,2169.39,2,1,3,213,Cannot Lose Them,1,Lost / Inactive,-0.5399215772542683,0.5233164471919647,1,0.675910785977719,Medium
12502.0,96,5,3723.87,3,3,4,334,Loyal Customers,4,Average Customers,0.139442564647538,-0.4609811514035375,1,0.33315353896777683,Low
12503.0,584,1,1126.0,1,1,3,113,Cannot Lose Them,1,Lost / Inactive,-0.9980583021482587,1.5878951599417916,1,0.6758917592544262,Medium
12504.0,18,4,779.05,4,3,2,432,Loyal Customers,4,Average Customers,0.0885134084393646,-0.8872077712366159,0,0.4953040669087876,Medium
12505.0,409,1,955.2,1,1,3,113,Cannot Lose Them,1,Lost / Inactive,-0.7133198861395793,0.8114867473309292,1,0.6758886445781157,Medium
12506.0,233,1,73.5,2,1,1,211,Needs Attention,4,Average Customers,-0.4580431803630531,0.0133607839543413,1,0.7954468621843253,High
12507.0,134,4,1844.06,2,3,3,233,At Risk,4,Average Customers,-0.0585467963362765,-0.3493913915576861,1,0.4181676635033604,Medium
12508.0,26,2,398.27,4,2,2,422,New Customers,4,Average Customers,-0.0459525461417567,-0.881855312468421,0,0.6317998361083045,Medium
12509.0,284,1,176.5,2,1,1,211,Needs Attention,1,Lost / Inactive,-0.5386933201259079,0.2409239541900395,1,0.7954482572998959,High
12510.0,143,9,5178.02,2,4,4,244,At Risk,4,Average Customers,0.333505680668951,-0.1768167899573467,1,0.20472591839798793,Low
12511.0,429,1,3084.02,1,1,4,114,Cannot Lose Them,1,Lost / Inactive,-0.6534915626274826,0.9515636028321004,1,0.6043238525610575,Medium
12512.0,66,2,138.03,3,2,1,321,Potential Loyalists,4,Average Customers,-0.1241415960336461,-0.7116755898703786,0,0.7008876791503965,High
12513.0,113,1,612.29,2,1,2,212,Needs Attention,4,Average Customers,-0.2340705594165472,-0.5030674306968633,1,0.7401054836537015,High
12514.0,267,2,1597.76,2,2,3,223,Cannot Lose Them,4,Average Customers,-0.3958508132229758,0.2108422922686209,1,0.5568633106738157,Medium
12515.0,353,1,383.7,2,1,2,212,Needs Attention,1,Lost / Inactive,-0.6448370762826027,0.550455066853345,1,0.7401018234378921,High
12516.0,78,4,2648.62,3,3,4,334,Loyal Customers,4,Average Customers,0.0701960358538177,-0.5769270946114298,0,0.344831373220134,Low
12517.0,28,5,2502.84,3,3,4,334,Loyal Customers,4,Average Customers,0.1995191527036113,-0.7907779968368797,0,0.3331309578210339,Low
12518.0,1,5,2056.89,4,3,3,433,Loyal Customers,4,Average Customers,0.2250753080991418,-0.9207805549711292,0,0.40552626393890284,Medium
12519.0,64,2,726.54,3,2,2,322,Potential Loyalists,4,Average Customers,-0.0950301012351808,-0.7061758350911158,0,0.6318061930738816,Medium
12520.0,79,5,2634.26,3,3,4,334,Loyal Customers,4,Average Customers,0.1201135733775886,-0.5625230285121552,0,0.3331333882030805,Low
12521.0,143,1,599.68,2,1,2,212,Needs Attention,4,Average Customers,-0.2847172940925916,-0.370988529771782,1,0.7401052817414476,High
12522.0,39,2,192.72,3,2,1,321,Potential Loyalists,4,Average Customers,-0.0766615582631815,-0.8294915964462138,0,0.7008886335868026,High
12523.0,19,23,4372.15,4,4,4,444,Champions,0,Loyal Regulars,1.236299462720977,-0.5988575265617159,0,0.11026821960749189,Low
12524.0,9,17,11126.11,4,4,4,444,Champions,0,Loyal Regulars,1.2354678800728554,-0.5406261464889188,0,0.14502208957206703,Low
12525.0,498,3,973.73,1,2,3,123,Cannot Lose Them,1,Lost / Inactive,-0.7566897641981387,1.225364009735933,1,0.5439316319208974,Medium
12526.0,1,3,1316.66,4,2,3,423,New Customers,4,Average Customers,0.0882269618554574,-0.9594807025817318,0,0.5439387135951242,Medium
12527.0,82,5,735.51,3,3,2,332,Loyal Customers,4,Average Customers,0.0319546093144833,-0.5955037121053773,0,0.48225828699168105,Medium
12528.0,9,6,1933.48,4,3,3,433,Loyal Customers,4,Average Customers,0.2585286378868239,-0.8781409456873548,0,0.39300220902507194,Low
12529.0,528,1,316.48,1,1,1,111,Lost,1,Lost / Inactive,-0.9399987954290296,1.3210696096137484,1,0.7954501532912605,High
12530.0,60,9,3759.26,3,4,4,344,Loyal Customers,4,Average Customers,0.409970594235846,-0.5776196946883625,0,0.20470669012897869,Low
12531.0,15,2,1933.2,4,2,3,423,New Customers,4,Average Customers,0.0396326564801451,-0.8930336095555109,0,0.5568702012766108,Medium
12532.0,30,1,349.83000000000004,3,1,2,312,Potential Loyalists,4,Average Customers,-0.1069692900048606,-0.875723743931006,0,0.7401012811037576,High
12533.0,628,2,1367.89,1,2,3,123,Cannot Lose Them,1,Lost / Inactive,-1.008721285635978,1.798289905318227,1,0.5568585886755355,Medium
12534.0,131,1,1089.18,2,1,3,213,Cannot Lose Them,4,Average Customers,-0.243243442903879,-0.4120274886281855,1,0.6758910878132273,Medium
12535.0,92,2,716.35,3,2,2,322,Potential Loyalists,4,Average Customers,-0.1422312252233488,-0.5828637501818961,1,0.6318059957446918,Medium
12536.0,43,3,12601.830000000002,3,2,4,324,Potential Loyalists,4,Average Customers,0.5122915394622857,-0.4994375163112214,0,0.4664366927895953,Medium
12537.0,409,1,732.94,1,1,2,112,Lost,1,Lost / Inactive,-0.7230530319063035,0.8060765065403948,1,0.7401074155052908,High
12538.0,29,2,640.45,3,2,2,322,Potential Loyalists,4,Average Customers,-0.0403565216043349,-0.8627215948392959,0,0.631804525940996,Medium
12539.0,22,7,11214.75,4,3,4,434,Loyal Customers,4,Average Customers,0.6954799127953879,-0.5845088202786834,0,0.31050695981181925,Low
12540.0,20,33,22254.49,4,4,4,444,Champions,0,Loyal Regulars,2.539889955778001,-0.0557461736813909,0,0.06858678288874119,Low
12541.0,30,3,981.18,3,2,3,323,Potential Loyalists,4,Average Customers,0.0251110147060199,-0.8396739473384606,0,0.5439317857672734,Medium
