Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Cluster_Name,PCA1,PCA2
12376.0,390,2,503.15,1,2,2,122,Needs Attention,1,Lost / Inactive,-0.6491731952968041,0.7269793520984581
12377.0,315,4,3426.32,2,3,4,234,At Risk,1,Lost / Inactive,-0.2914938676688788,0.4878518739165036
12378.0,130,2,5416.32,2,2,4,224,Cannot Lose Them,4,Average Customers,0.00013544423280330674,-0.30076858998276323
12379.0,82,4,1620.22,3,3,3,333,Loyal Customers,4,Average Customers,0.018481370399110537,-0.5843089042406417
12380.0,22,11,9676.3,4,4,4,444,Champions,4,Average Customers,0.8369733699429664,-0.5805946675255441
12381.0,5,5,1845.31,4,3,3,433,Loyal Customers,4,Average Customers,0.20913058831696127,-0.9082793767369184
12383.0,185,5,1850.56,2,3,3,233,At Risk,4,Average Customers,-0.09120663237322216,-0.1138364643819581
12384.0,29,2,585.27,3,2,2,322,Potential Loyalists,4,Average Customers,-0.042772948237142665,-0.8640647833879402
12385.0,379,1,1938.4,2,1,3,213,Cannot Lose Them,1,Lost / Inactive,-0.6201693543352842,0.7030338952175316
12386.0,338,2,660.8000000000001,2,2,2,222,Needs Attention,1,Lost / Inactive,-0.5554389285949468,0.5013480481763276
12387.0,415,1,143.94,1,1,1,111,Lost,1,Lost / Inactive,-0.7588652541361088,0.818216271255461
12388.0,16,8,3901.11,4,4,4,444,Champions,4,Average Customers,0.437438209040594,-0.7786734619267629
12389.0,403,3,1433.33,1,2,3,123,Cannot Lose Them,1,Lost / Inactive,-0.5779304432040143,0.8173297004738161
12390.0,80,1,549.84,3,1,2,312,Potential Loyalists,4,Average Customers,-0.18170137847555362,-0.6502120233313625
12391.0,22,6,2773.42,4,3,4,434,Loyal Customers,4,Average Customers,0.2736034220744634,-0.8003279691410055
12392.0,591,1,234.75000000000003,1,1,1,111,Lost,1,Lost / Inactive,-1.0487763865096142,1.5970904334135403
12393.0,72,6,2399.45,3,3,4,334,Loyal Customers,4,Average Customers,0.17373576711774322,-0.5887880383773691
12394.0,64,2,1272.48,3,2,3,323,Potential Loyalists,4,Average Customers,-0.07112245433566908,-0.6928865934048728
12395.0,19,15,5067.27,4,4,4,444,Champions,4,Average Customers,0.8490103261443984,-0.6646629908463584
12396.0,674,1,931.43,1,1,3,113,Cannot Lose Them,1,Lost / Inactive,-1.1568624190148533,1.9803165061908574
12397.0,36,2,2409.9,3,2,4,324,Potential Loyalists,4,Average Customers,0.025442000448074736,-0.7887597071707733
12398.0,46,1,1635.66,3,1,3,313,Potential Loyalists,4,Average Customers,-0.0773776717587905,-0.773818352052662
12399.0,119,7,1962.3,2,3,3,233,At Risk,4,Average Customers,0.12832700782900522,-0.3816838623377769
12400.0,414,1,205.25,1,1,1,111,Lost,1,Lost / Inactive,-0.7545105669394749,0.8152958141676739
12401.0,303,1,84.3,2,1,1,211,Needs Attention,1,Lost / Inactive,-0.5744574460039134,0.3225240002977436
12402.0,323,6,1256.9,2,3,3,233,At Risk,1,Lost / Inactive,-0.295422613367412,0.49102837411153616
12403.0,50,2,1019.36,3,2,3,323,Potential Loyalists,4,Average Customers,-0.05882956909023406,-0.7608280912978334
12404.0,682,1,63.24,1,1,1,111,Lost,1,Lost / Inactive,-1.2082404838854561,1.9944859666860422
12405.0,149,1,1710.39,2,1,3,213,Cannot Lose Them,4,Average Customers,-0.24609630660783258,-0.3174745169955292
12406.0,22,5,6390.36,4,3,4,434,Loyal Customers,4,Average Customers,0.3797792106863886,-0.7226253677231255
12407.0,50,5,1708.12,3,3,3,333,Loyal Customers,4,Average Customers,0.12798102164187006,-0.7130400689446375
12408.0,33,8,4340.77,3,4,4,344,Loyal Customers,4,Average Customers,0.42830477751254775,-0.6929526322482176
12409.0,79,7,23419.29,3,3,4,334,Loyal Customers,4,Average Customers,1.1347580154767403,-0.03589345321278827
12410.0,309,3,1013.71,2,2,3,223,Cannot Lose Them,1,Lost / Inactive,-0.4393434880444319,0.3923063277155483
12411.0,410,1,346.9,1,1,1,111,Lost,1,Lost / Inactive,-0.7416282015326522,0.8010924036897752
12412.0,75,6,2596.93,3,3,4,334,Loyal Customers,4,Average Customers,0.17737430215740305,-0.5707424057088167
12413.0,67,4,999.45,3,3,3,333,Loyal Customers,4,Average Customers,0.016344050336481838,-0.6656125801316193
12414.0,217,6,952.41,2,3,3,233,At Risk,4,Average Customers,-0.1317561100007089,0.015853148387477617
12415.0,24,28,144458.37,4,4,4,444,Champions,2,Big Spenders,7.623646706874819,2.8848816778865234
12416.0,657,1,202.56,1,1,1,111,Lost,1,Lost / Inactive,-1.1603939883290386,1.887555742475461
12417.0,3,20,6816.91,4,4,4,444,Champions,0,Loyal Regulars,1.2134281533386506,-0.6409753642718469
12418.0,113,4,2021.2,2,3,3,233,At Risk,4,Average Customers,-0.015723367749022717,-0.43774955634464185
12419.0,386,2,503.01,1,2,2,122,Needs Attention,1,Lost / Inactive,-0.6425000566436205,0.7093244971785101
12420.0,64,1,600.39,3,1,2,312,Potential Loyalists,4,Average Customers,-0.15277062949524445,-0.7195873261803966
12421.0,16,6,1098.6,4,3,3,433,Loyal Customers,4,Average Customers,0.21027909229479366,-0.8675735167519042
12422.0,96,17,5231.8,3,4,4,344,Loyal Customers,4,Average Customers,0.8320718464226223,-0.3001861455518234
12423.0,1,10,2622.39,4,4,4,444,Champions,4,Average Customers,0.5109205402332637,-0.8553114114638166
12424.0,163,4,3340.03,2,3,4,234,At Risk,4,Average Customers,-0.04146041371667175,-0.18500358036271738
12425.0,78,2,1741.41,3,2,3,323,Potential Loyalists,4,Average Customers,-0.07396465035264736,-0.6196918602693798
12426.0,195,2,1345.21,2,2,3,223,Cannot Lose Them,4,Average Customers,-0.2866835590568463,-0.11303131290547573
12427.0,22,3,1129.3,4,2,3,423,New Customers,4,Average Customers,0.044955981978111244,-0.8713713124770368
12428.0,26,9,7956.46,4,4,4,444,Champions,4,Average Customers,0.6505469558417964,-0.6254889812479908
12429.0,9,8,7485.91,4,4,4,444,Champions,4,Average Customers,0.6061114575338687,-0.7223024882944709
12430.0,43,1,256.4,3,1,1,311,Potential Loyalists,4,Average Customers,-0.13276837544867756,-0.8206308089875592
12431.0,36,27,10857.97,3,4,4,344,Loyal Customers,0,Loyal Regulars,1.7008025402335853,-0.32459838142736147
12432.0,43,5,5059.32,3,3,4,334,Loyal Customers,4,Average Customers,0.2864245263616057,-0.6623553737640187
12433.0,1,10,20581.26,4,4,4,444,Champions,4,Average Customers,1.2973701916129672,-0.41815757799893205
12434.0,85,3,1103.43,3,2,3,323,Potential Loyalists,4,Average Customers,-0.0613754041059415,-0.5939907476057105
12435.0,80,6,13925.93,3,3,4,334,Loyal Customers,4,Average Customers,0.6651415132812681,-0.27290819716044595
12436.0,100,1,509.01,2,1,2,212,Needs Attention,4,Average Customers,-0.21688574151422388,-0.5629486697251928
12437.0,2,39,12683.4,4,4,4,444,Champions,0,Loyal Regulars,2.4641094810538338,-0.3061121078071755
12438.0,14,2,2906.85,4,2,4,424,New Customers,4,Average Customers,0.08394027361834883,-0.8737459361527187
12439.0,683,2,1158.18,1,2,3,123,Cannot Lose Them,1,Lost / Inactive,-1.1097448009507822,2.035892552847135
12440.0,462,2,859.2,1,2,2,122,Needs Attention,1,Lost / Inactive,-0.7538080073372431,1.0533723486242164
12441.0,367,1,347.1,2,1,1,211,Needs Attention,1,Lost / Inactive,-0.6698172961430624,0.6113442163172872
12442.0,3,1,172.06,4,1,1,411,New Customers,4,Average Customers,-0.06966907345698557,-0.9991982791407279
12443.0,732,1,485.31,1,1,2,112,Lost,1,Lost / Inactive,-1.2732481849316966,2.225403059687135
12444.0,21,5,5005.46,4,3,4,434,Loyal Customers,4,Average Customers,0.32080188699804807,-0.760749389706435
12445.0,22,2,434.98,4,2,2,422,New Customers,4,Average Customers,-0.037665682924982055,-0.8986131666993957
12446.0,58,1,1002.31,3,1,3,313,Potential Loyalists,4,Average Customers,-0.1251509606265425,-0.7362809820458867
12447.0,243,1,476.49,2,1,2,212,Needs Attention,4,Average Customers,-0.45709373233429174,0.06729896216081066
12448.0,44,1,449.45,3,1,2,312,Potential Loyalists,4,Average Customers,-0.1259842029439526,-0.8115187346610412
12449.0,22,6,4835.89,4,3,4,434,Loyal Customers,4,Average Customers,0.3639225130017376,-0.7501234369568357
12450.0,156,5,688.2,2,3,2,232,At Risk,4,Average Customers,-0.09368366216624133,-0.27010355916313133
12451.0,11,8,12669.88,4,4,4,444,Champions,4,Average Customers,0.8297867407228998,-0.5872888499371179
12452.0,17,2,430.5700000000001,4,2,2,422,New Customers,4,Average Customers,-0.029509717506109437,-0.9207848234882127
12453.0,134,1,707.09,2,1,2,212,Needs Attention,4,Average Customers,-0.2649852700167452,-0.40808971727057547
12454.0,56,5,16679.78,3,3,4,334,Loyal Customers,4,Average Customers,0.7735967306927131,-0.3221235677064106
12455.0,73,10,5879.95,3,4,4,344,Loyal Customers,4,Average Customers,0.5333478166190299,-0.45829001686308474
12456.0,44,3,3181.04,3,2,4,324,Potential Loyalists,4,Average Customers,0.09806920563224414,-0.7243450106055601
12457.0,66,8,2995.91,3,4,4,344,Loyal Customers,4,Average Customers,0.31430708325845763,-0.580064702832143
12458.0,71,4,1777.49,3,3,3,333,Loyal Customers,4,Average Customers,0.04373648394971997,-0.6290221258642549
12459.0,605,1,454.36,1,1,2,112,Lost,1,Lost / Inactive,-1.0625367320027004,1.6642162327152528
12460.0,456,1,326.65,1,1,1,111,Lost,1,Lost / Inactive,-0.8193265828545772,1.0035911203421497
12461.0,94,2,826.88,3,2,2,322,Potential Loyalists,4,Average Customers,-0.14073056211318916,-0.5713475114300908
12462.0,19,2,1189.59,4,2,3,423,New Customers,4,Average Customers,0.00038943250346116034,-0.893483076546658
12463.0,53,4,1344.78,3,3,3,333,Loyal Customers,4,Average Customers,0.05484408524490692,-0.7189866407839818
12464.0,10,8,1212.05,4,4,3,443,Loyal Customers,4,Average Customers,0.32969857393183877,-0.8706075842672198
12465.0,17,2,742.19,4,2,2,422,New Customers,4,Average Customers,-0.015863344412315513,-0.91319938645435
12466.0,682,1,56.73,1,1,1,111,Lost,1,Lost / Inactive,-1.2085255679264053,1.9943275006213144
12467.0,423,1,132.8,1,1,1,111,Lost,1,Lost / Inactive,-0.7727116327861993,0.8532479960785844
12468.0,188,5,3670.74,2,3,4,234,At Risk,4,Average Customers,-0.01650728731077999,-0.05629115686952809
12469.0,523,2,3070.54,1,2,4,124,Cannot Lose Them,1,Lost / Inactive,-0.7588285041047057,1.3763852336997768
12470.0,690,1,211.95,1,1,1,111,Lost,1,Lost / Inactive,-1.215086757474758,2.0334087514856205
12471.0,2,79,39963.79,4,4,4,444,Champions,0,Loyal Regulars,5.7474126005871184,0.7715758437396275
12472.0,32,19,17880.59,3,4,4,344,Loyal Customers,0,Loyal Regulars,1.5972847267759318,-0.2540316330722589
12473.0,29,5,3938.55,3,3,4,334,Loyal Customers,4,Average Customers,0.2607215332461194,-0.7514171606064404
12474.0,17,31,12424.45,4,4,4,444,Champions,0,Loyal Regulars,2.0099927258227592,-0.32894856553659707
12475.0,54,2,1149.64,3,2,3,323,Potential Loyalists,4,Average Customers,-0.05980365442711455,-0.7400053756000571
12476.0,16,23,14115.41,4,4,4,444,Champions,0,Loyal Regulars,1.6679829444594478,-0.3749262086494292
12477.0,23,9,20276.37,4,4,4,444,Champions,4,Average Customers,1.1950663506542814,-0.3388369896520427
12478.0,4,1,680.99,4,1,2,412,New Customers,4,Average Customers,-0.04905197516807592,-0.9823970710928295
12479.0,11,1,527.2,4,1,2,412,New Customers,4,Average Customers,-0.06747542407038117,-0.9552505865467195
12480.0,28,7,5464.85,3,3,4,334,Loyal Customers,4,Average Customers,0.4336630474112246,-0.6979954017161825
12481.0,23,15,12361.39,4,4,4,444,Champions,0,Loyal Regulars,1.1617530543119297,-0.4694584728230973
12482.0,576,29,23691.4,1,4,4,144,Needs Attention,1,Lost / Inactive,1.4655314287634411,2.391419132041608
12483.0,17,19,5120.58,4,4,4,444,Champions,0,Loyal Regulars,1.0635493125116884,-0.6308280265646372
12484.0,33,12,6370.15,3,4,4,344,Loyal Customers,4,Average Customers,0.7260396161992791,-0.6021905563433979
12485.0,529,1,708.1,1,1,2,112,Lost,1,Lost / Inactive,-0.9245189027996826,1.3350152640436428
12486.0,432,1,1037.28,1,1,3,113,Cannot Lose Them,1,Lost / Inactive,-0.7481312620546549,0.9149805547351836
12487.0,731,1,285.3,1,1,1,111,Lost,1,Lost / Inactive,-1.2803371477474825,2.2161215654204467
12488.0,10,3,1298.66,4,2,3,423,New Customers,4,Average Customers,0.07241035469224849,-0.9202031017423387
12489.0,336,1,334.93,2,1,1,211,Needs Attention,1,Lost / Inactive,-0.6185859027013085,0.4742492602226357
12490.0,5,21,9823.64,4,4,4,444,Champions,0,Loyal Regulars,1.393974574759782,-0.5486192285015792
12491.0,39,1,460.4,3,1,2,312,Potential Loyalists,4,Average Customers,-0.11715559683860075,-0.8333164991681042
12492.0,63,3,715.21,3,2,2,322,Potential Loyalists,4,Average Customers,-0.04164024007960423,-0.7005237364209925
12493.0,166,2,433.74,2,2,2,222,Needs Attention,4,Average Customers,-0.2781736863869235,-0.2631912569985486
12494.0,16,9,1872.87,4,4,3,443,Loyal Customers,4,Average Customers,0.4008343122652339,-0.8177040146452725
12495.0,641,1,357.4,1,1,2,112,Lost,1,Lost / Inactive,-1.1268962017710649,1.8207190611149757
12496.0,620,2,54.09,1,2,1,121,Needs Attention,1,Lost / Inactive,-1.052896297034316,1.7310065633214748
12497.0,82,3,6248.5,3,2,4,324,Potential Loyalists,4,Average Customers,0.16894546837717897,-0.48198831973494066
12498.0,21,3,403.7000000000001,4,2,2,422,New Customers,4,Average Customers,0.01485053358897602,-0.8934466898405347
12499.0,560,1,393.72,1,1,2,112,Lost,1,Lost / Inactive,-0.990050479585825,1.4641613578592112
12500.0,23,19,5955.21,4,4,4,444,Champions,0,Loyal Regulars,1.0900802843243642,-0.5840343380817828
12501.0,337,1,2169.39,2,1,3,213,Cannot Lose Them,1,Lost / Inactive,-0.5399215772542683,0.5233164471919647
12502.0,96,5,3723.87,3,3,4,334,Loyal Customers,4,Average Customers,0.139442564647538,-0.46098115140353757
12503.0,584,1,1126.0,1,1,3,113,Cannot Lose Them,1,Lost / Inactive,-0.9980583021482587,1.5878951599417916
12504.0,18,4,779.05,4,3,2,432,Loyal Customers,4,Average Customers,0.0885134084393646,-0.8872077712366159
12505.0,409,1,955.2,1,1,3,113,Cannot Lose Them,1,Lost / Inactive,-0.7133198861395793,0.8114867473309292
12506.0,233,1,73.5,2,1,1,211,Needs Attention,4,Average Customers,-0.4580431803630531,0.013360783954341354
12507.0,134,4,1844.06,2,3,3,233,At Risk,4,Average Customers,-0.058546796336276505,-0.3493913915576861
12508.0,26,2,398.27,4,2,2,422,New Customers,4,Average Customers,-0.04595254614175676,-0.881855312468421
12509.0,284,1,176.5,2,1,1,211,Needs Attention,1,Lost / Inactive,-0.5386933201259079,0.24092395419003954
12510.0,143,9,5178.02,2,4,4,244,At Risk,4,Average Customers,0.33350568066895103,-0.17681678995734676
12511.0,429,1,3084.02,1,1,4,114,Cannot Lose Them,1,Lost / Inactive,-0.6534915626274826,0.9515636028321003
12512.0,66,2,138.03,3,2,1,321,Potential Loyalists,4,Average Customers,-0.12414159603364612,-0.7116755898703786
12513.0,113,1,612.29,2,1,2,212,Needs Attention,4,Average Customers,-0.2340705594165472,-0.5030674306968633
12514.0,267,2,1597.76,2,2,3,223,Cannot Lose Them,4,Average Customers,-0.39585081322297583,0.21084229226862097
12515.0,353,1,383.7,2,1,2,212,Needs Attention,1,Lost / Inactive,-0.6448370762826027,0.550455066853345
12516.0,78,4,2648.62,3,3,4,334,Loyal Customers,4,Average Customers,0.07019603585381771,-0.5769270946114298
12517.0,28,5,2502.84,3,3,4,334,Loyal Customers,4,Average Customers,0.19951915270361134,-0.7907779968368797
12518.0,1,5,2056.89,4,3,3,433,Loyal Customers,4,Average Customers,0.2250753080991418,-0.9207805549711292
12519.0,64,2,726.54,3,2,2,322,Potential Loyalists,4,Average Customers,-0.09503010123518085,-0.7061758350911158
12520.0,79,5,2634.26,3,3,4,334,Loyal Customers,4,Average Customers,0.12011357337758864,-0.5625230285121552
12521.0,143,1,599.68,2,1,2,212,Needs Attention,4,Average Customers,-0.28471729409259167,-0.370988529771782
12522.0,39,2,192.72,3,2,1,321,Potential Loyalists,4,Average Customers,-0.0766615582631815,-0.8294915964462138
12523.0,19,23,4372.15,4,4,4,444,Champions,0,Loyal Regulars,1.236299462720977,-0.5988575265617159
12524.0,9,17,11126.11,4,4,4,444,Champions,0,Loyal Regulars,1.2354678800728554,-0.5406261464889188
12525.0,498,3,973.73,1,2,3,123,Cannot Lose Them,1,Lost / Inactive,-0.7566897641981387,1.225364009735933
12526.0,1,3,1316.66,4,2,3,423,New Customers,4,Average Customers,0.0882269618554574,-0.9594807025817318
12527.0,82,5,735.51,3,3,2,332,Loyal Customers,4,Average Customers,0.031954609314483386,-0.5955037121053773
12528.0,9,6,1933.48,4,3,3,433,Loyal Customers,4,Average Customers,0.2585286378868239,-0.8781409456873548
12529.0,528,1,316.48,1,1,1,111,Lost,1,Lost / Inactive,-0.9399987954290295,1.3210696096137484
12530.0,60,9,3759.26,3,4,4,344,Loyal Customers,4,Average Customers,0.40997059423584603,-0.5776196946883625
12531.0,15,2,1933.2,4,2,3,423,New Customers,4,Average Customers,0.03963265648014517,-0.8930336095555109
12532.0,30,1,349.83000000000004,3,1,2,312,Potential Loyalists,4,Average Customers,-0.10696929000486069,-0.875723743931006
12533.0,628,2,1367.89,1,2,3,123,Cannot Lose Them,1,Lost / Inactive,-1.008721285635978,1.798289905318227
12534.0,131,1,1089.18,2,1,3,213,Cannot Lose Them,4,Average Customers,-0.243243442903879,-0.41202748862818556
12535.0,92,2,716.35,3,2,2,322,Potential Loyalists,4,Average Customers,-0.14223122522334886,-0.5828637501818961
12536.0,43,3,12601.830000000002,3,2,4,324,Potential Loyalists,4,Average Customers,0.5122915394622857,-0.49943751631122146
12537.0,409,1,732.94,1,1,2,112,Lost,1,Lost / Inactive,-0.7230530319063035,0.8060765065403948
12538.0,29,2,640.45,3,2,2,322,Potential Loyalists,4,Average Customers,-0.040356521604334915,-0.8627215948392959
12539.0,22,7,11214.75,4,3,4,434,Loyal Customers,4,Average Customers,0.6954799127953879,-0.5845088202786834
12540.0,20,33,22254.49,4,4,4,444,Champions,0,Loyal Regulars,2.539889955778001,-0.05574617368139095
12541.0,30,3,981.18,3,2,3,323,Potential Loyalists,4,Average Customers,0.025111014706019993,-0.8396739473384606
12542.0,484,2,481.88,1,2,2,122,Needs Attention,1,Lost / Inactive,-0.8070674780776007,1.1412706045375558
12543.0,448,1,980.25,1,1,3,113,Cannot Lose Them,1,Lost / Inactive,-0.7773457813245725,0.984198121777853
12544.0,36,1,372.7,3,1,2,312,Potential Loyalists,4,Average Customers,-0.11598667780523354,-0.8486898730677155
12545.0,75,2,1000.39,3,2,3,323,Potential Loyalists,4,Average Customers,-0.10140573218455665,-0.6509683139551512
12546.0,47,2,1161.5,3,2,3,323,Potential Loyalists,4,Average Customers,-0.04759556311803881,-0.7706067124605761
12547.0,198,3,383.58,2,2,2,222,Needs Attention,4,Average Customers,-0.2815882306988133,-0.11285991792674047
12548.0,166,1,95.2,2,1,1,211,Needs Attention,4,Average Customers,-0.3452151362225949,-0.2817727338770024
12549.0,576,6,1575.68,1,3,3,133,Needs Attention,1,Lost / Inactive,-0.7039264870382267,1.6152421252346094
12550.0,79,1,964.83,3,1,3,313,Potential Loyalists,4,Average Customers,-0.16185843880535244,-0.6445232211606405
12551.0,358,1,168.0,2,1,1,211,Needs Attention,1,Lost / Inactive,-0.6626320352887771,0.5672688180342949
12552.0,39,2,437.82,3,2,2,322,Potential Loyalists,4,Average Customers,-0.06592820980901007,-0.8235253856221341
12553.0,8,12,4608.75,4,4,4,444,Champions,4,Average Customers,0.690650330140794,-0.7553880030653828
12554.0,449,1,468.5,1,1,2,112,Lost,1,Lost / Inactive,-0.8014260069859022,0.9761539929676453
12555.0,682,1,129.23,1,1,1,111,Lost,1,Lost / Inactive,-1.2053506688528541,1.996092291664749
12556.0,50,2,603.71,3,2,2,322,Potential Loyalists,4,Average Customers,-0.07703159391673896,-0.770945820914434
12557.0,16,8,18716.14,4,4,4,444,Champions,4,Average Customers,1.0862137265803862,-0.41804681017209966
12558.0,8,1,269.96,4,1,1,411,New Customers,4,Average Customers,-0.0737309517808745,-0.9747508938739705
12559.0,311,2,561.71,2,2,2,222,Needs Attention,1,Lost / Inactive,-0.5146931801973196,0.3797887372327771
12560.0,5,3,2134.01,4,2,3,423,New Customers,4,Average Customers,0.11734084764223073,-0.9219333664396446
12561.0,303,1,238.85,2,1,1,211,Needs Attention,1,Lost / Inactive,-0.5676894370133292,0.32628604796343735
12562.0,8,9,4966.92,4,4,4,444,Champions,4,Average Customers,0.5496865957821117,-0.777691712493022
12563.0,409,1,249.24,1,1,1,111,Lost,1,Lost / Inactive,-0.7442350826908107,0.7943023075375085
12564.0,261,1,456.9,2,1,2,212,Needs Attention,4,Average Customers,-0.48800832467730293,0.146253615164049
12565.0,289,1,145.92000000000002,2,1,1,211,Needs Attention,1,Lost / Inactive,-0.5483815575252433,0.2622438863083769
12566.0,86,1,351.65,3,1,2,312,Potential Loyalists,4,Average Customers,-0.2003993619890196,-0.6285591829240943
12567.0,23,15,13709.86,4,4,4,444,Champions,0,Loyal Regulars,1.2208048633286432,-0.4366340896735788
12568.0,645,1,70.0,1,1,1,111,Lost,1,Lost / Inactive,-1.1461612091085096,1.8313746330469356
12569.0,2,32,4124.6900000000005,4,4,4,444,Champions,0,Loyal Regulars,1.723795496021045,-0.58683304226591
12570.0,682,1,77.52,1,1,1,111,Lost,1,Lost / Inactive,-1.2076151382472449,1.9948335696667352
12571.0,40,2,519.61,3,2,2,322,Potential Loyalists,4,Average Customers,-0.06401630311012403,-0.8171215961437885
12572.0,9,2,1020.42,4,2,3,423,New Customers,4,Average Customers,0.009679362424738018,-0.9417296210734605
12573.0,227,5,717.41,2,3,2,232,At Risk,4,Average Customers,-0.21096153977416984,0.043920654157473066
12574.0,316,1,218.45,2,1,1,211,Needs Attention,1,Lost / Inactive,-0.5902904137765743,0.3831566751813947
12575.0,457,2,622.82,1,2,2,122,Needs Attention,1,Lost / Inactive,-0.755810405202394,1.0255540907547722
12576.0,36,8,2142.7200000000003,3,4,3,343,Loyal Customers,4,Average Customers,0.32703895423959545,-0.7332188601076457
12577.0,35,8,1653.75,3,4,3,343,Loyal Customers,4,Average Customers,0.3072959385094181,-0.7495342029248278
12578.0,21,4,4642.45,4,3,4,434,Loyal Customers,4,Average Customers,0.2526888539854139,-0.7799265139894797
12579.0,78,1,440.42,3,1,2,312,Potential Loyalists,4,Average Customers,-0.1831534327861044,-0.6617012425237443
12580.0,247,2,1052.9,2,2,3,223,Cannot Lose Them,4,Average Customers,-0.3863148176103507,0.10932210464549769
12581.0,40,1,197.71,3,1,1,311,Potential Loyalists,4,Average Customers,-0.13032905886877616,-0.8352980230503424
12582.0,239,4,1980.4,2,3,3,233,At Risk,4,Average Customers,-0.22790705859485724,0.11727787428097865
12583.0,3,27,14447.44,4,4,4,444,Champions,0,Loyal Regulars,1.9130955477219378,-0.38284813671925044
12584.0,4,9,2338.15,4,4,4,444,Champions,4,Average Customers,0.44124752820482366,-0.8593325354199104
12585.0,234,2,2040.1,2,2,3,223,Cannot Lose Them,4,Average Customers,-0.32137601430490687,0.07598527026605684
12586.0,17,4,2062.67,4,3,3,433,Loyal Customers,4,Average Customers,0.14639514234761927,-0.8603748250099148
12587.0,8,1,144.0,4,1,1,411,New Customers,4,Average Customers,-0.07924695574369552,-0.9778170053199153
12588.0,39,4,958.78,3,3,3,333,Loyal Customers,4,Average Customers,0.06131792788491437,-0.7901626963852401
12589.0,29,8,4695.66,3,4,4,344,Loyal Customers,4,Average Customers,0.4505252874496336,-0.7019653662833305
12590.0,211,2,9864.26,2,2,4,224,Cannot Lose Them,4,Average Customers,0.05966314162774584,0.16494472547205621
